Month,Day,mean,std,Water_Vapor_Risk_Threshold,Historical_Prob_%,Theoretical_Risk_Prob_%
7,15,-4440.546333168889,5273.212300646324,6105.87826812376,0.0,2.27501319481792
7,16,-4440.6816665100005,5273.0838652592365,6105.486064008473,0.0,2.27501319481792
7,17,-6664.016111016666,5002.47590534915,3340.935699681633,0.0,2.27501319481792
7,18,-5552.288666537777,5273.151025835287,4994.013385132797,0.0,2.27501319481792
7,19,-3328.3883331155557,5002.958813629152,6677.529294142749,0.0,2.27501319481792
7,20,-3328.6202220144446,5002.784905571168,6676.949589127891,0.0,2.27501319481792
7,21,-3328.6505553488887,5002.762140332921,6676.873725316954,0.0,2.27501319481792
7,22,-6664.013555461111,5002.479710363295,3340.9458652654803,0.0,2.27501319481792
7,23,-4440.513333167778,5273.243552761883,6105.973772355987,0.0,2.27501319481792
7,24,-4440.652333175556,5273.111754399956,6105.571175624356,0.0,2.27501319481792
7,25,-5552.551888772222,5272.83884543247,4993.125802092719,0.0,2.27501319481792
7,26,-1105.6838886366668,3334.9936188632396,5564.303349089812,0.0,2.27501319481792
7,27,-1105.3881108444446,3335.1046935768795,5564.821276309314,0.0,2.27501319481792
7,28,-4440.68666651,5273.079061487248,6105.4714564644955,0.0,2.27501319481792
7,29,-3328.5147775644446,5002.863956719905,6677.213135875366,0.0,2.27501319481792
7,30,-4996.14624984,5348.275647728353,5700.405045616706,0.0,2.27501319481792
7,31,-6246.84149988,5178.470751162922,4110.100002445844,0.0,2.27501319481792
8,1,-3745.930749825,5178.033295543572,6610.135841262145,0.0,2.27501319481792
8,2,-3746.0866248325,5177.904211825264,6609.721798818027,0.0,2.27501319481792
8,3,-2494.87074977,4631.649155841682,6768.427561913364,0.0,2.27501319481792
8,4,-3745.81262481875,5178.131144246745,6610.44966367474,0.0,2.27501319481792
8,5,-3745.45437480125,5178.427781511818,6611.401188222385,0.0,2.27501319481792
8,6,-4996.03424983625,5348.395369269624,5700.7564887029985,0.0,2.27501319481792
8,7,-7775.523222152223,4412.074951977485,1048.626681802748,0.0,2.27501319481792
8,8,-3328.3055553322224,5003.020858973462,6677.736162614701,0.0,2.27501319481792
8,9,-4440.408222052221,5273.343243228003,6106.278264403785,0.0,2.27501319481792
8,10,-6664.028666572222,5002.45701056502,3340.8853545578177,0.0,2.27501319481792
8,11,-6664.150999912223,5002.27358156987,3340.396163227517,0.0,2.27501319481792
8,12,-6663.869777676667,5002.695457928984,3341.5211381813015,0.0,2.27501319481792
8,13,-4440.169555373333,5273.569651498985,6106.9697476246365,0.0,2.27501319481792
8,14,-4440.218333154445,5273.523409293901,6106.828485433357,0.0,2.27501319481792
8,15,-3328.7885553555557,5002.658673840232,6676.528792324909,0.0,2.27501319481792
8,16,-7775.705999938889,4411.712337122376,1047.7186743058628,0.0,2.27501319481792
8,17,-4440.106222036667,5273.629837179893,6107.153452323119,0.0,2.27501319481792
8,18,-5552.629999886666,5272.746209125805,4992.862418364944,0.0,2.27501319481792
8,19,-2217.2291108855557,4411.849493756111,6606.4698766266665,0.0,2.27501319481792
8,20,-2217.609444235555,4411.633797827369,6605.658151419182,0.0,2.27501319481792
8,21,-3328.9945553644448,5002.504109911665,6676.013664458886,0.0,2.27501319481792
8,22,-2217.273666442222,4411.824219049515,6606.374771656808,0.0,2.27501319481792
8,23,-6663.914666567778,5002.628006415514,3341.3413462632507,0.0,2.27501319481792
8,24,-5552.348777652222,5273.079735236489,4993.810692820755,0.0,2.27501319481792
8,25,-4440.380666494445,5273.369404814701,6106.358143134957,0.0,2.27501319481792
8,26,-4440.589777615555,5273.1709584303035,6105.752139245052,0.0,2.27501319481792
8,27,-4440.5903331711115,5273.170451724427,6105.750570277743,0.0,2.27501319481792
8,28,-3328.61788868,5002.786646344761,6676.955404009522,0.0,2.27501319481792
8,29,-4440.44388872,5273.309366278844,6106.174843837688,0.0,2.27501319481792
8,30,-2217.1025553222225,4411.921243041873,6606.739930761523,0.0,2.27501319481792
8,31,-1105.6421108555558,3335.0093113664816,5564.376511877407,0.0,2.27501319481792
9,1,-2217.206444217778,4411.862382295747,6606.518320373716,0.0,2.27501319481792
9,2,-1105.5245552955557,3335.053362478126,5564.582169660696,0.0,2.27501319481792
9,3,-3329.38911094,5002.208176301994,6675.027241663988,0.0,2.27501319481792
9,4,-5552.2464443144445,5273.20104721794,4994.155650121435,0.0,2.27501319481792
9,5,-4440.385999828889,5273.364301078756,6106.342602328624,0.0,2.27501319481792
9,6,-3329.224888711111,5002.3313920455,6675.43789537989,0.0,2.27501319481792
9,7,-1105.598444187778,3335.025671314664,5564.45289844155,0.0,2.27501319481792
9,8,-3329.023888701111,5002.482186588373,6675.9404844756355,0.0,2.27501319481792
9,9,-5552.640888775556,5272.733307554789,4992.825726334021,0.0,2.27501319481792
9,10,-4440.8002220688895,5272.971330139516,6105.142438210142,0.0,2.27501319481792
9,11,-4440.953777633334,5272.82566981797,6104.697562002607,0.0,2.27501319481792
9,12,-4440.930222075555,5272.848003753361,6104.7657854311665,0.0,2.27501319481792
9,13,-4996.67837486625,5347.706815978004,5698.735257089757,0.0,2.27501319481792
9,14,-4440.846888737778,5272.927102528064,6105.007316318351,0.0,2.27501319481792
9,15,-2217.737555353333,4411.561192803364,6605.384830253395,0.0,2.27501319481792
9,16,-1106.0815553222221,3334.8444711384464,5563.607386954671,0.0,2.27501319481792
9,17,-1106.1677775477776,3334.8122164888887,5563.45665543,0.0,2.27501319481792
9,18,-3329.37022205,5002.2223538169965,6675.074485583993,0.0,2.27501319481792
9,19,-2218.1201109266667,4411.344279025694,6604.568447124721,0.0,2.27501319481792
9,20,-2218.1259998155556,4411.340975091349,6604.555950367142,0.0,2.27501319481792
9,21,-1106.7236664644445,3334.6037874117587,5562.483908359073,0.0,2.27501319481792
9,22,4.884111343333334,1.028144305121153,6.94039995357564,0.0,2.27501319481792
9,23,-2218.0662220355557,4411.374986225588,6604.683750415621,0.0,2.27501319481792
9,24,-3329.653555397778,5002.009903659843,6674.366251921909,0.0,2.27501319481792
9,25,-5552.840888785556,5272.49613356402,4992.151378342484,0.0,2.27501319481792
9,26,-3329.247999822222,5002.314095812187,6675.380191802151,0.0,2.27501319481792
9,27,-4441.114110974445,5272.673579746111,6104.233048517776,0.0,2.27501319481792
9,28,-1106.9253331411112,3334.528183820777,5562.131034500443,0.0,2.27501319481792
9,29,-1106.7714442444444,3334.5858529800303,5562.400261715617,0.0,2.27501319481792
9,30,-2218.1671109277777,4411.317793351897,6604.468475776017,0.0,2.27501319481792
10,1,-4441.362777651111,5272.43770598043,6103.512634309749,0.0,2.27501319481792
10,2,-2218.027888698889,4411.396618550022,6604.765348401155,0.0,2.27501319481792
10,3,-3329.832555404444,5001.875656924571,6673.918758444697,0.0,2.27501319481792
10,4,-3329.9328887433335,5001.800395881215,6673.667903019097,0.0,2.27501319481792
10,5,-4441.520555437778,5272.287936683677,6103.055317929576,0.0,2.27501319481792
10,6,5.105111354444444,0.9809697765236092,7.067050907491662,0.0,2.27501319481792
10,7,4.579777993333334,0.6541060588847372,5.887990111102808,0.0,2.27501319481792
10,8,4.565555772222222,1.0404747122993652,6.646505196820952,0.0,2.27501319481792
10,9,4.847000231111111,1.066888633932803,6.9807774989767175,0.0,2.27501319481792
10,10,-1107.12844426,3334.4519862342286,5561.775528208457,0.0,2.27501319481792
10,11,4.672555777777777,0.8714038101907756,6.415363398159329,0.0,2.27501319481792
10,12,4.314777982222222,0.9230761216208923,6.160930225464007,0.0,2.27501319481792
10,13,-1106.693444238889,3334.6150637125543,5562.536683186219,0.0,2.27501319481792
10,14,-3330.1733332,5001.620035931194,6673.066738662388,0.0,2.27501319481792
10,15,-3330.1478887533335,5001.639167430058,6673.130446106781,0.0,2.27501319481792
10,16,-1107.0034442555557,3334.498807313661,5561.994170371767,0.0,2.27501319481792
10,17,-1107.00677759,3334.497595395615,5561.98841320123,0.0,2.27501319481792
10,18,-1107.1335553722222,3334.450053730315,5561.766552088408,0.0,2.27501319481792
10,19,-2218.59122206,4411.077266638295,6603.563311216591,0.0,2.27501319481792
10,20,-1107.3678887166666,3334.362253853379,5561.356618990092,0.0,2.27501319481792
10,21,-2219.1868887566666,4410.7395391230575,6602.292189489448,0.0,2.27501319481792
10,22,-3330.7212221144446,5001.20918471324,6671.697147312035,0.0,2.27501319481792
10,23,3.8096668477777778,0.6414213030164608,5.092509453810699,0.0,2.27501319481792
10,24,-3330.4573332111113,5001.407106032088,6672.356878853066,0.0,2.27501319481792
10,25,-4442.098777687777,5271.739391895423,6101.380006103069,0.0,2.27501319481792
10,26,-3330.5642221055555,5001.326869557614,6672.089517009674,0.0,2.27501319481792
10,27,-2219.2829998711113,4410.685043490289,6602.087087109467,0.0,2.27501319481792
10,28,-2219.260888757778,4410.697593209482,6602.134297661186,0.0,2.27501319481792
10,29,-3330.6037776644444,5001.2973557598625,6671.990933855281,0.0,2.27501319481792
10,30,-5553.409333257778,5271.822053117591,4990.234772977405,0.0,2.27501319481792
10,31,-3331.0663332422223,5000.9502880199425,6670.834242797662,0.0,2.27501319481792
11,1,-3330.913444344444,5001.064945903994,6671.216447463545,0.0,2.27501319481792
11,2,-2219.2761109833336,4410.688959959486,6602.1018089356385,0.0,2.27501319481792
11,3,-3330.63722211,5001.272129761724,6671.907037413447,0.0,2.27501319481792
11,4,-1107.9339998544447,3334.149934459095,5560.365869063746,0.0,2.27501319481792
11,5,3.686333507777778,1.1478288719313385,5.981991251640455,11.11111111111111,2.27501319481792
11,6,3.5941112833333335,1.287203662585319,6.168518608503971,11.11111111111111,2.27501319481792
11,7,3.464777944444444,1.2698144948811545,6.004406934206753,11.11111111111111,2.27501319481792
11,8,3.253333486666667,0.8424346070971929,4.938202700861053,0.0,2.27501319481792
11,9,3.317444601111111,1.0323564696090268,5.382157540329165,0.0,2.27501319481792
11,10,3.3810001611111113,0.9314082539265488,5.243816668964209,0.0,2.27501319481792
11,11,3.6386668388888888,1.2669260630140065,6.172518964916902,11.11111111111111,2.27501319481792
11,12,-1107.6536665077776,3334.2551196810045,5560.856572854232,0.0,2.27501319481792
11,13,3.716222398888889,1.0338869829198518,5.783996364728592,0.0,2.27501319481792
11,14,-1107.9597776333333,3334.140250983528,5560.320724333723,0.0,2.27501319481792
11,15,-3331.0773332422223,5000.942045130123,6670.806757018024,0.0,2.27501319481792
11,16,-3330.6723332222223,5001.245772788197,6671.819212354172,0.0,2.27501319481792
11,17,-1108.5493332155556,3333.9191848039177,5559.28903639228,0.0,2.27501319481792
11,18,-3331.5407777084442,5000.594516526045,6669.648255343645,0.0,2.27501319481792
11,19,-3331.203555471111,5000.8473406198345,6670.491125768558,0.0,2.27501319481792
11,20,-1108.6359998873334,3333.886603517399,5559.137207147465,0.0,2.27501319481792
11,21,2.54600012,0.6181788065560002,3.7823577331120006,0.0,2.27501319481792
11,22,-2219.877333231111,4410.348028633083,6600.818724035055,0.0,2.27501319481792
11,23,-2219.6613332233337,4410.470511946021,6601.279690668709,0.0,2.27501319481792
11,24,-1108.6168887777776,3333.8937050888353,5559.170521399893,0.0,2.27501319481792
11,25,-2220.092444353333,4410.22608247017,6600.359720587006,0.0,2.27501319481792
11,26,-3331.1028887988887,5000.922843265555,6670.74279773222,0.0,2.27501319481792
11,27,-2220.154777691111,4410.190726996805,6600.226676302499,0.0,2.27501319481792
11,28,-1108.8731110088888,3333.797631375626,5558.722151742364,0.0,2.27501319481792
11,29,-1108.7372221144444,3333.848632334931,5558.960042555418,0.0,2.27501319481792
11,30,-2220.1472221344447,4410.195004987949,6600.242787841453,0.0,2.27501319481792
