Month,Day,mean,std,Risk_Threshold_C,Historical_Prob_%,Theoretical_Risk_Prob_%
1,1,22.341337870967767,3.8937270459133275,30.128791962794423,0.0,2.27501319481792
1,2,22.338612064516155,3.7953363507604783,29.929284766037114,3.225806451612903,2.27501319481792
1,3,22.957163903225833,3.963264133367427,30.88369216996069,0.0,2.27501319481792
1,4,21.941062451612922,3.6138068094135205,29.168676070439965,0.0,2.27501319481792
1,5,21.382895000000023,3.874932402607477,29.132759805214977,0.0,2.27501319481792
1,6,22.08505812903228,3.413214872266684,28.911487873565648,0.0,2.27501319481792
1,7,21.793150677419376,4.128645324713175,30.05044132684573,3.225806451612903,2.27501319481792
1,8,21.781457419354865,4.370956683893458,30.52337078714178,3.225806451612903,2.27501319481792
1,9,22.206917870967764,4.296095709222653,30.79910928941307,0.0,2.27501319481792
1,10,22.59338648387099,4.714771967313853,32.022930418498696,0.0,2.27501319481792
1,11,22.19782854838711,4.549528469979122,31.296885488345353,0.0,2.27501319481792
1,12,21.86413841935487,4.588558971617221,31.041256362589312,0.0,2.27501319481792
1,13,20.863182677419378,4.372289354392975,29.607761386205325,0.0,2.27501319481792
1,14,21.539056419354864,4.166088465831982,29.87123335101883,3.225806451612903,2.27501319481792
1,15,21.755960580645183,4.163334250934997,30.082629082515176,0.0,2.27501319481792
1,16,21.77558829032261,4.1030123267513385,29.981612943825287,0.0,2.27501319481792
1,17,22.321768322580667,3.8458096508979893,30.013387624376644,0.0,2.27501319481792
1,18,22.65850029032261,4.0230353405329184,30.70457097138845,0.0,2.27501319481792
1,19,21.6035193870968,3.449970176516376,28.50345974012955,3.225806451612903,2.27501319481792
1,20,21.71566851612906,3.5644528163227958,28.84457414877465,3.225806451612903,2.27501319481792
1,21,21.75910977419357,4.819098011434265,31.3973057970621,0.0,2.27501319481792
1,22,22.459245935483896,4.574440272791296,31.60812648106649,0.0,2.27501319481792
1,23,21.500379806451637,4.743468564199814,30.987316934851265,0.0,2.27501319481792
1,24,21.425203258064542,4.850125399421515,31.12545405690757,0.0,2.27501319481792
1,25,21.12408322580647,5.309476013491928,31.743035252790325,3.225806451612903,2.27501319481792
1,26,20.464173129032282,4.74580846652564,29.95579006208356,0.0,2.27501319481792
1,27,20.679475645161318,4.13009641329623,28.939668471753777,3.225806451612903,2.27501319481792
1,28,21.545931677419382,4.579685277864843,30.70530223314907,3.225806451612903,2.27501319481792
1,29,22.259352935483893,4.5983425625427845,31.456038060569462,0.0,2.27501319481792
1,30,22.993197322580667,4.676550305807721,32.34629793419611,0.0,2.27501319481792
1,31,22.352373419354866,5.337127227776573,33.026627874908016,0.0,2.27501319481792
2,1,22.386890806451632,5.176429994270455,32.739750794992545,3.225806451612903,2.27501319481792
2,2,22.150026096774216,4.158203283561866,30.466432663897947,0.0,2.27501319481792
2,3,22.521296032258086,3.7852196541768106,30.091735340611706,3.225806451612903,2.27501319481792
2,4,22.440627483870994,4.16443330064715,30.76949408516529,3.225806451612903,2.27501319481792
2,5,22.695943387096797,4.723990827926871,32.14392504295054,0.0,2.27501319481792
2,6,23.204799354838734,5.047475197052287,33.299749748943306,0.0,2.27501319481792
2,7,23.481015806451637,4.98215376816343,33.445323342778494,3.225806451612903,2.27501319481792
2,8,23.58046674193551,4.744354237486747,33.069175216909,3.225806451612903,2.27501319481792
2,9,23.897666451612924,4.414935819740166,32.72753809109326,3.225806451612903,2.27501319481792
2,10,24.052408258064546,4.704023964891742,33.46045618784803,3.225806451612903,2.27501319481792
2,11,24.39741238709679,4.386235367839067,33.16988312277492,6.451612903225806,2.27501319481792
2,12,24.360222290322604,4.388323021533113,33.13686833338883,0.0,2.27501319481792
2,13,25.66175870967744,5.029215346073057,35.72018940182355,0.0,2.27501319481792
2,14,26.2048633870968,4.585675419644194,35.37621422638519,0.0,2.27501319481792
2,15,25.961236548387117,5.3341186328658345,36.62947381411878,0.0,2.27501319481792
2,16,26.61323680645163,4.708536992968272,36.03031079238818,0.0,2.27501319481792
2,17,25.9489142903226,5.021957309848795,35.992828910020194,0.0,2.27501319481792
2,18,24.843927935483894,5.534469780338356,35.91286749616061,0.0,2.27501319481792
2,19,25.350158580645186,5.316341807099806,35.9828421948448,0.0,2.27501319481792
2,20,24.910151258064534,5.429827792928726,35.769806843921984,0.0,2.27501319481792
2,21,25.215246225806474,5.26388771294012,35.74302165168672,0.0,2.27501319481792
2,22,25.780258451612927,5.059477909175348,35.89921426996362,0.0,2.27501319481792
2,23,26.165170774193573,5.131582318356387,36.42833541090635,0.0,2.27501319481792
2,24,25.824073806451636,4.643489136475225,35.111052079402086,0.0,2.27501319481792
