Month,Day,mean,std,Risk_Threshold_m_s,Historical_Prob_%,Theoretical_Risk_Prob_%
2,23,5.409310789623656,1.7121855064357878,8.833681802495231,22.58064516129032,2.27501319481792
2,24,5.924334226034946,1.8205838886897263,9.565502003414398,19.35483870967742,2.27501319481792
2,25,5.782048132862903,1.769272551215334,9.320593235293572,29.03225806451613,2.27501319481792
2,26,5.867115042580645,1.9808579035369918,9.82883084965463,22.58064516129032,2.27501319481792
2,27,5.905486118064515,2.1414261682375377,10.18833845453959,16.129032258064516,2.27501319481792
2,28,6.0879696563037635,1.8428592309228997,9.773688118149563,25.806451612903224,2.27501319481792
2,29,5.522030125208333,1.8939828903957285,9.30999590599979,12.5,2.27501319481792
3,1,5.354142722876344,1.8485160702985048,9.051174863473353,22.58064516129032,2.27501319481792
3,2,5.342489083991935,1.8885250624566787,9.119539208905293,29.03225806451613,2.27501319481792
3,3,5.51813503922043,1.9654450893258715,9.449025217872173,22.58064516129032,2.27501319481792
3,4,5.51210967905914,2.0320515225590476,9.576212724177235,19.35483870967742,2.27501319481792
3,5,5.772161826196237,1.93832423728886,9.648810300773958,19.35483870967742,2.27501319481792
3,6,5.666571988723119,1.712788686438775,9.092149361600669,19.35483870967742,2.27501319481792
3,7,5.406993068104838,1.7716457191058401,8.950284506316518,22.58064516129032,2.27501319481792
3,8,5.713179888293011,1.9280751473483602,9.56933018298973,19.35483870967742,2.27501319481792
3,9,5.535802967741935,1.9152663843225048,9.366335736386944,25.806451612903224,2.27501319481792
3,10,5.319495929180108,1.8912642010917686,9.102024331363644,12.903225806451612,2.27501319481792
3,11,5.6579532784543005,1.6664753576540134,8.990903993762327,32.25806451612903,2.27501319481792
3,12,6.0749759061290325,2.0927570319157685,10.26048996996057,16.129032258064516,2.27501319481792
3,13,6.260411898669355,2.3505605075025224,10.9615329136744,16.129032258064516,2.27501319481792
3,14,5.593977506935484,1.7152862541272529,9.02455001518999,25.806451612903224,2.27501319481792
3,15,5.3898536755913975,1.6865810960733882,8.763015867738174,25.806451612903224,2.27501319481792
3,16,5.8038434985215055,1.7922357223813976,9.3883149432843,19.35483870967742,2.27501319481792
3,17,5.848904444704301,1.9079816206179834,9.664867685940267,12.903225806451612,2.27501319481792
3,18,5.559521742405914,1.5866061548875616,8.732734052181037,29.03225806451613,2.27501319481792
3,19,5.613981100618279,1.7028624862257027,9.019706073069685,25.806451612903224,2.27501319481792
3,20,5.886908930524194,1.7815255337006461,9.449959997925486,22.58064516129032,2.27501319481792
3,21,6.011252555349463,1.781098287137972,9.573449129625407,32.25806451612903,2.27501319481792
3,22,5.805848061854838,1.7799342242411564,9.365716510337151,25.806451612903224,2.27501319481792
3,23,5.822425151895162,1.7441140829406414,9.310653317776445,22.58064516129032,2.27501319481792
3,24,5.810055243467741,2.097220062133443,10.004495367734627,25.806451612903224,2.27501319481792
3,25,6.1195533,2.049243528936862,10.218040357873724,19.35483870967742,2.27501319481792
3,26,5.594310941478494,1.8618985663993517,9.318108074277198,25.806451612903224,2.27501319481792
3,27,5.437586436290323,1.9237834519748984,9.28515334024012,16.129032258064516,2.27501319481792
3,28,5.2432225524045695,1.8349455945596362,8.913113741523842,32.25806451612903,2.27501319481792
3,29,5.52671745436828,1.7796577574843597,9.086032969337,16.129032258064516,2.27501319481792
3,30,5.712487925819892,1.786724773303813,9.285937472427518,25.806451612903224,2.27501319481792
3,31,5.82484687892473,1.8434876642109694,9.511822207346668,22.58064516129032,2.27501319481792
4,1,5.885935418602151,1.9141613243955222,9.714258067393196,19.35483870967742,2.27501319481792
4,2,5.649498702513441,2.110256077414267,9.870010857341974,19.35483870967742,2.27501319481792
4,3,5.507243952056452,2.019593384573501,9.546430721203453,16.129032258064516,2.27501319481792
4,4,5.761453231196236,1.9164857407491354,9.594424712694506,12.903225806451612,2.27501319481792
4,5,5.331743887728495,1.6732725404512863,8.678288968631067,25.806451612903224,2.27501319481792
4,6,5.042648326424731,1.8151201440342264,8.672888614493184,16.129032258064516,2.27501319481792
4,7,5.501216529502688,1.781723609833296,9.06466374916928,19.35483870967742,2.27501319481792
4,8,5.4834670727822585,1.533735887904503,8.550938848591265,32.25806451612903,2.27501319481792
4,9,5.52199811375,1.7594414231303541,9.040880960010707,29.03225806451613,2.27501319481792
4,10,6.011914947916667,1.7880027500132867,9.58792044794324,29.03225806451613,2.27501319481792
4,11,5.795491224892473,1.806106402782331,9.407704030457134,25.806451612903224,2.27501319481792
4,12,5.786568415430107,2.1847537553017746,10.156075926033656,19.35483870967742,2.27501319481792
4,13,5.550092565793011,2.0883922973005937,9.7268771603942,19.35483870967742,2.27501319481792
4,14,5.16470113813172,1.7542545372336578,8.673210212599036,35.483870967741936,2.27501319481792
4,15,5.180198852849463,1.8894639108874638,8.95912667462439,16.129032258064516,2.27501319481792
4,16,5.288615592862903,1.9203338482456314,9.129283289354166,19.35483870967742,2.27501319481792
4,17,5.5333522180645165,1.7737502211400273,9.080852660344572,25.806451612903224,2.27501319481792
4,18,5.403322989502688,1.6861026275021533,8.775528244506994,35.483870967741936,2.27501319481792
4,19,5.73468028375,1.8089841410516938,9.352648565853388,25.806451612903224,2.27501319481792
4,20,5.500696268064516,1.7853299349807934,9.071356138026102,19.35483870967742,2.27501319481792
4,21,5.706859659354839,1.943205446722153,9.593270552799144,12.903225806451612,2.27501319481792
4,22,5.42122109672043,1.7202060830648884,8.861633262850207,16.129032258064516,2.27501319481792
4,23,5.544480594408602,1.717023499459235,8.978527593327073,16.129032258064516,2.27501319481792
4,24,5.893127026532258,1.870460098316425,9.634047223165108,19.35483870967742,2.27501319481792
4,25,5.6705109112231185,1.7749408191945182,9.220392549612155,22.58064516129032,2.27501319481792
4,26,5.566242260537634,1.9411896718424808,9.448621604222595,19.35483870967742,2.27501319481792
4,27,5.678779272692204,1.9005275777183481,9.4798344281289,16.129032258064516,2.27501319481792
4,28,5.564723957258065,1.8068225947838799,9.178369146825824,22.58064516129032,2.27501319481792
4,29,5.284577698172043,1.8885748604196462,9.061727419011335,19.35483870967742,2.27501319481792
4,30,5.27256061311828,1.5599795950273052,8.39251980317289,25.806451612903224,2.27501319481792
5,1,5.51955829436828,1.9069540331882728,9.333466360744826,19.35483870967742,2.27501319481792
5,2,5.51312115077957,1.8371727416081707,9.18746663399591,19.35483870967742,2.27501319481792
5,3,5.458192509771505,1.9551976670535134,9.368587843878533,25.806451612903224,2.27501319481792
5,4,5.847271690860215,2.0818356833614806,10.010943057583177,19.35483870967742,2.27501319481792
5,5,5.1377139022580645,1.778833423922175,8.695380750102414,19.35483870967742,2.27501319481792
5,6,4.766051765608871,1.8790758057803971,8.524203377169664,19.35483870967742,2.27501319481792
5,7,4.99500832516129,1.875498423316047,8.746005171793385,16.129032258064516,2.27501319481792
5,8,5.346005956384409,1.6855134426902134,8.717032841764835,22.58064516129032,2.27501319481792
5,9,5.399726579637097,1.875315416401905,9.150357412440908,22.58064516129032,2.27501319481792
5,10,5.533842542755377,1.8301783654692876,9.194199273693952,16.129032258064516,2.27501319481792
5,11,5.484151973427419,1.7144417531143603,8.91303547965614,19.35483870967742,2.27501319481792
5,12,5.5480854487903235,1.8560560664892118,9.260197581768747,16.129032258064516,2.27501319481792
5,13,5.681074358938171,1.9897112829077161,9.660496924753604,9.67741935483871,2.27501319481792
5,14,5.387119840107527,1.7112710038616485,8.809661847830824,12.903225806451612,2.27501319481792
5,15,5.441041417016129,1.7908325485665102,9.02270651414915,16.129032258064516,2.27501319481792
5,16,5.382881559583334,1.6621086505852019,8.707098860753737,16.129032258064516,2.27501319481792
5,17,5.070418550873656,1.5443358244716747,8.159090199817005,29.03225806451613,2.27501319481792
5,18,5.091533439516129,1.7377294135655397,8.566992266647208,22.58064516129032,2.27501319481792
5,19,5.241726477352151,1.838618249751957,8.918962976856065,16.129032258064516,2.27501319481792
5,20,4.78179470530914,1.6960845428415878,8.173963790992316,22.58064516129032,2.27501319481792
5,21,4.99489193338172,1.7991933409334364,8.593278615248593,12.903225806451612,2.27501319481792
5,22,4.838827223373656,1.7620843265392667,8.362995876452189,12.903225806451612,2.27501319481792
5,23,5.081993856236559,1.661764363637579,8.405522583511717,12.903225806451612,2.27501319481792
5,24,5.403762557405914,1.798913733404378,9.00159002421467,19.35483870967742,2.27501319481792
5,25,5.34512240204301,1.953412724360497,9.251947850764004,12.903225806451612,2.27501319481792
5,26,5.015035263467742,1.9858149116037684,8.986665086675279,9.67741935483871,2.27501319481792
5,27,4.739904096680108,1.6398580753738154,8.019620247427738,12.903225806451612,2.27501319481792
5,28,4.732454208521506,1.645915046533295,8.024284301588096,9.67741935483871,2.27501319481792
5,29,4.861353331935484,1.4347697582128978,7.730892848361279,12.903225806451612,2.27501319481792
5,30,4.9142902443817205,1.331654633399205,7.57759951118013,16.129032258064516,2.27501319481792
5,31,4.982397683494623,1.6269062284439224,8.236210140382468,19.35483870967742,2.27501319481792
6,1,4.833631391895161,1.6120336577424776,8.057698707380116,19.35483870967742,2.27501319481792
6,2,4.729068958252688,1.4923168469798018,7.713702652212291,16.129032258064516,2.27501319481792
6,3,4.675334166639785,1.573079491683525,7.821493150006835,12.903225806451612,2.27501319481792
6,4,4.538513295510753,1.7444604058892537,8.02743410728926,12.903225806451612,2.27501319481792
6,5,5.030243568797043,1.7727792486808918,8.575802066158825,9.67741935483871,2.27501319481792
6,6,4.921015432258065,1.5445004638792108,8.010016360016486,12.903225806451612,2.27501319481792
6,7,4.977075425658603,1.5323502421151356,8.041775909888873,16.129032258064516,2.27501319481792
6,8,4.7605612791801075,1.6483138814394873,8.057189042059083,16.129032258064516,2.27501319481792
6,9,4.626696476211022,1.5819492601250624,7.790594996461147,12.903225806451612,2.27501319481792
6,10,4.82362124954301,2.0855214896173377,8.994664228777687,9.67741935483871,2.27501319481792
6,11,5.4126525256034945,2.967381356602992,11.347415238809479,3.225806451612903,2.27501319481792
6,12,5.285441180510753,1.7625136928676701,8.810468566246094,6.451612903225806,2.27501319481792
6,13,5.164961358723118,1.443296396760899,8.051554152244915,16.129032258064516,2.27501319481792
6,14,4.921846662978495,1.7117951370222224,8.345436937022939,16.129032258064516,2.27501319481792
6,15,4.699555048198924,1.519108817383109,7.737772682965142,19.35483870967742,2.27501319481792
6,16,4.676785186438172,1.4204687898637918,7.517722766165756,12.903225806451612,2.27501319481792
6,17,4.677482092956989,1.4537373967666767,7.5849568864903425,12.903225806451612,2.27501319481792
6,18,4.642891242096774,1.5479110480681044,7.738713338232984,9.67741935483871,2.27501319481792
6,19,4.802772329126344,1.5794414346109487,7.961655198348241,12.903225806451612,2.27501319481792
6,20,4.794210112262097,1.58932686584257,7.972863843947238,9.67741935483871,2.27501319481792
6,21,5.0072988360483865,1.5396501352061676,8.08659910646072,6.451612903225806,2.27501319481792
6,22,4.725453362083334,1.4911094968078473,7.707672355699028,16.129032258064516,2.27501319481792
6,23,4.513492589704301,1.5075318783008151,7.5285563463059315,6.451612903225806,2.27501319481792
6,24,4.325811579287634,1.4583628711287138,7.242537321545061,9.67741935483871,2.27501319481792
6,25,4.423378790806452,1.56019957725541,7.543777945317272,12.903225806451612,2.27501319481792
6,26,4.65660714936828,1.5587846696543364,7.774176488676952,12.903225806451612,2.27501319481792
6,27,4.843263507755377,1.490750207847121,7.824763923449619,9.67741935483871,2.27501319481792
6,28,5.216539171330645,2.1483827709403016,9.513304713211248,6.451612903225806,2.27501319481792
6,29,5.4560239472311824,2.8502573120216357,11.156538571274453,3.225806451612903,2.27501319481792
6,30,5.026072279771506,1.7725526588581333,8.571177597487772,6.451612903225806,2.27501319481792
7,1,4.899361372325269,1.531969642137612,7.963300656600493,6.451612903225806,2.27501319481792
7,2,4.925721938244624,1.7154178447599326,8.356557627764488,3.225806451612903,2.27501319481792
7,3,5.080404907688172,1.7191773630711187,8.51875963383041,9.67741935483871,2.27501319481792
7,4,5.271766346495968,1.935305420672022,9.142377187840012,6.451612903225806,2.27501319481792
7,5,5.206957384086022,1.7480102341408634,8.702977852367749,6.451612903225806,2.27501319481792
7,6,4.917439045147849,1.4748682348059066,7.867175514759662,9.67741935483871,2.27501319481792
7,7,4.901825519896505,1.4637342729209364,7.829294065738377,9.67741935483871,2.27501319481792
7,8,4.807842923010752,1.4804069827242607,7.768656888459274,9.67741935483871,2.27501319481792
7,9,4.897397342013441,1.527959131652052,7.953315605317545,16.129032258064516,2.27501319481792
7,10,4.485321050252688,1.5007471060318143,7.486815262316316,9.67741935483871,2.27501319481792
7,11,4.475591866814517,1.6488865065464993,7.773364879907515,12.903225806451612,2.27501319481792
7,12,4.8201459544489245,1.6611262256605641,8.142398405770052,16.129032258064516,2.27501319481792
7,13,4.911868427056452,1.875667522241572,8.663203471539596,12.903225806451612,2.27501319481792
7,14,4.80239740730914,1.8516829033073754,8.505763213923892,6.451612903225806,2.27501319481792
7,15,4.769241240712366,1.4869691134395209,7.743179467591407,9.67741935483871,2.27501319481792
7,16,4.771879603790323,1.4695893346807314,7.711058273151785,12.903225806451612,2.27501319481792
7,17,5.109783486034947,2.059865085934494,9.229513657903935,6.451612903225806,2.27501319481792
7,18,4.916462911693548,2.0297525573657933,8.975968026425136,6.451612903225806,2.27501319481792
7,19,4.615071626975806,1.6789082513783318,7.972888129732469,12.903225806451612,2.27501319481792
7,20,4.637225248561828,1.5026035863396683,7.642432421241164,16.129032258064516,2.27501319481792
7,21,4.6926581175806446,1.630245220747935,7.9531485590765145,22.58064516129032,2.27501319481792
7,22,5.5282424423252685,2.6465473169765685,10.821337076278406,9.67741935483871,2.27501319481792
7,23,5.750803307424731,3.409291401611505,12.569386110647741,9.67741935483871,2.27501319481792
7,24,5.505785573494623,2.7015809458101767,10.908947465114977,9.67741935483871,2.27501319481792
7,25,4.772730293177419,1.6615786615181547,8.095887616213728,16.129032258064516,2.27501319481792
7,26,4.36729198405914,1.4988656652139578,7.365023314487056,3.225806451612903,2.27501319481792
7,27,4.33080681936828,1.43659943142865,7.20400568222558,6.451612903225806,2.27501319481792
7,28,4.310307793369623,1.5024190901779872,7.315145973725597,6.451612903225806,2.27501319481792
7,29,4.697792760120968,1.5262155852230195,7.750223930567007,9.67741935483871,2.27501319481792
7,30,4.509496554012097,1.8443760428342284,8.198248639680553,6.451612903225806,2.27501319481792
7,31,4.3972169044758065,1.914311675574883,8.225840255625572,6.451612903225806,2.27501319481792
8,1,4.109656804543011,1.5865335646209004,7.282723933784812,16.129032258064516,2.27501319481792
8,2,3.9934909014086024,1.489863379748801,6.973217660906204,12.903225806451612,2.27501319481792
8,3,3.8972303793709675,1.587403446631336,7.07203727263364,12.903225806451612,2.27501319481792
8,4,3.803197633153226,1.493643153316926,6.790483939787078,9.67741935483871,2.27501319481792
8,5,3.9172747808736554,1.5551141759689806,7.027503132811617,9.67741935483871,2.27501319481792
8,6,4.041248725842742,1.5097969742835544,7.060842674409851,9.67741935483871,2.27501319481792
8,7,4.313377979408602,2.0813068494629414,8.475991678334484,3.225806451612903,2.27501319481792
8,8,3.9127913205510754,1.4953962657719384,6.903583852094952,9.67741935483871,2.27501319481792
8,9,3.8338648895161294,1.304495782939624,6.442856455395377,9.67741935483871,2.27501319481792
8,10,4.068013495962366,1.5332849438706133,7.134583383703593,16.129032258064516,2.27501319481792
8,11,4.403409049797043,2.1504838593434408,8.704376768483925,9.67741935483871,2.27501319481792
8,12,4.043253998627688,1.5025121770646637,7.048278352757015,9.67741935483871,2.27501319481792
8,13,3.9354702583709678,1.452314708671028,6.840099675713024,9.67741935483871,2.27501319481792
8,14,3.8877171224596774,1.416530152494369,6.720777427448415,12.903225806451612,2.27501319481792
8,15,4.130327159283602,1.8024947661146078,7.735316691512818,9.67741935483871,2.27501319481792
8,16,4.760401489858871,2.321496554091396,9.403394598041663,9.67741935483871,2.27501319481792
8,17,4.652775096026882,2.085390716310283,8.823556528647448,6.451612903225806,2.27501319481792
8,18,4.388435614041667,1.7221011165807294,7.8326378472031255,9.67741935483871,2.27501319481792
8,19,4.250322876650538,1.6562883664881487,7.562899609626835,19.35483870967742,2.27501319481792
8,20,3.824825400860215,1.6936395003498614,7.212104401559937,12.903225806451612,2.27501319481792
8,21,4.15279352760215,1.6868258954063993,7.5264453184149485,9.67741935483871,2.27501319481792
8,22,4.709895150002688,3.1943831411078776,11.098661432218442,9.67741935483871,2.27501319481792
8,23,4.621510848698924,2.3814026318438737,9.38431611238667,9.67741935483871,2.27501319481792
8,24,4.361835989532258,1.8879378614274775,8.137711712387214,6.451612903225806,2.27501319481792
8,25,4.265309301444892,1.9370760741835356,8.139461449811964,6.451612903225806,2.27501319481792
8,26,4.022676022307795,1.6218678965245223,7.2664118153568396,6.451612903225806,2.27501319481792
8,27,4.140074054008064,1.910902113660015,7.961878281328094,12.903225806451612,2.27501319481792
8,28,4.777451745700269,2.379321280404149,9.536094306508566,6.451612903225806,2.27501319481792
8,29,4.939394019139785,3.167117040208479,11.273628099556742,9.67741935483871,2.27501319481792
8,30,4.410493956701613,1.6751739635491396,7.760841883799892,6.451612903225806,2.27501319481792
8,31,4.0905463591263445,1.439624261678456,6.9697948824832565,16.129032258064516,2.27501319481792
9,1,3.935286249557796,1.4107949135052946,6.7568760765683855,12.903225806451612,2.27501319481792
9,2,3.920363335204301,1.3979674519182832,6.716298239040867,9.67741935483871,2.27501319481792
9,3,3.7564123936559137,1.3883500297232076,6.533112453102329,12.903225806451612,2.27501319481792
9,4,3.826165320563172,1.5605550880553465,6.947275496673865,19.35483870967742,2.27501319481792
9,5,4.072640387555108,2.2324997360056793,8.537639859566466,6.451612903225806,2.27501319481792
9,6,4.3572967538629035,2.006752756118408,8.37080226609972,16.129032258064516,2.27501319481792
9,7,4.719136415725806,2.0939397321918105,8.907015880109427,9.67741935483871,2.27501319481792
9,8,4.577785867930108,1.824943238758826,8.22767234544776,22.58064516129032,2.27501319481792
9,9,4.68733141952957,2.020432556865919,8.728196533261407,16.129032258064516,2.27501319481792
9,10,4.697088097311828,1.9818565126965986,8.660801122705024,12.903225806451612,2.27501319481792
9,11,4.570539396451613,1.808323091332933,8.187185579117479,16.129032258064516,2.27501319481792
9,12,4.807003626975806,1.6924245001013598,8.191852627178527,12.903225806451612,2.27501319481792
9,13,4.845321498936828,2.114531631160871,9.074384761258571,9.67741935483871,2.27501319481792
9,14,4.754285226419355,2.1100217273123367,8.974328681044028,9.67741935483871,2.27501319481792
9,15,4.709906609314516,2.3572026097457,9.424311828805916,3.225806451612903,2.27501319481792
9,16,4.445241503145161,2.2136600689172115,8.872561640979583,3.225806451612903,2.27501319481792
9,17,4.257082082467742,1.8267456106667774,7.910573303801296,12.903225806451612,2.27501319481792
9,18,4.567968691505376,2.356512543503376,9.280993778512128,9.67741935483871,2.27501319481792
9,19,4.656047593552419,1.852457895075559,8.360963383703536,9.67741935483871,2.27501319481792
9,20,4.972027757849463,2.2472855489164862,9.466598855682435,9.67741935483871,2.27501319481792
9,21,4.698539313494623,2.0124065277233796,8.723352368941383,12.903225806451612,2.27501319481792
9,22,4.666980844744623,1.8585037634145254,8.383988371573674,9.67741935483871,2.27501319481792
9,23,4.520285140026882,1.6199574114259239,7.76019996287873,12.903225806451612,2.27501319481792
9,24,4.988927113938172,1.8273491187141522,8.643625351366477,9.67741935483871,2.27501319481792
9,25,5.089324953967742,2.117654786523706,9.324634527015153,9.67741935483871,2.27501319481792
9,26,4.908804060255376,2.54093198785072,9.990668035956816,6.451612903225806,2.27501319481792
9,27,4.967511433125,2.4774538739772316,9.922419181079462,3.225806451612903,2.27501319481792
9,28,4.785701725215054,1.73721632869827,8.260134382611593,9.67741935483871,2.27501319481792
9,29,4.481587354032258,1.9242221864744606,8.33003172698118,9.67741935483871,2.27501319481792
9,30,4.883868300551075,2.1718294493794312,9.227527199309938,12.903225806451612,2.27501319481792
10,1,5.101317822997312,2.0265267786360397,9.154371380269392,19.35483870967742,2.27501319481792
10,2,4.887688154341398,2.323530884450187,9.534749923241773,12.903225806451612,2.27501319481792
10,3,5.521268379220429,2.7811793824586184,11.083627144137665,9.67741935483871,2.27501319481792
10,4,5.519034665497312,1.8677659155054116,9.254566496508135,6.451612903225806,2.27501319481792
10,5,5.459875931841398,1.8713064697503308,9.202488871342059,12.903225806451612,2.27501319481792
10,6,4.760348379811828,1.6326397947663165,8.02562796934446,12.903225806451612,2.27501319481792
10,7,4.493505769341398,1.7520760030061813,7.99765777535376,16.129032258064516,2.27501319481792
10,8,4.687202878266129,1.8339427021132624,8.355088282492654,16.129032258064516,2.27501319481792
10,9,4.501542620833333,1.5989412784593962,7.699425177752126,6.451612903225806,2.27501319481792
10,10,4.692187271034946,1.5940404908372556,7.880268252709458,16.129032258064516,2.27501319481792
10,11,4.791416402123656,1.5636016407713267,7.918619683666309,12.903225806451612,2.27501319481792
10,12,5.082756930564516,1.990918787773719,9.064594506111954,9.67741935483871,2.27501319481792
10,13,5.584363185842742,2.919852909281317,11.424069004405375,6.451612903225806,2.27501319481792
10,14,5.653962494663979,2.314561180153093,10.283084854970166,12.903225806451612,2.27501319481792
10,15,5.222309316303764,1.7901488630236386,8.802607042351042,6.451612903225806,2.27501319481792
10,16,5.308605182876344,2.074258180214797,9.457121543305938,9.67741935483871,2.27501319481792
10,17,5.450007733212366,1.9407787646339596,9.331565262480286,12.903225806451612,2.27501319481792
10,18,5.248663728494623,1.850814122542815,8.950291973580253,12.903225806451612,2.27501319481792
10,19,5.2409071265994625,1.843333049968608,8.927573226536678,12.903225806451612,2.27501319481792
10,20,5.123700021209677,1.9828208526731599,9.089341726555997,9.67741935483871,2.27501319481792
10,21,5.151441687903226,2.304030300925037,9.7595022897533,9.67741935483871,2.27501319481792
10,22,5.496833064005377,2.2378817999000313,9.97259666380544,12.903225806451612,2.27501319481792
10,23,5.0340580727822575,1.8262193863172382,8.686496845416734,12.903225806451612,2.27501319481792
10,24,5.122084562419355,1.901953489882911,8.925991542185177,12.903225806451612,2.27501319481792
10,25,5.175283158494624,1.7978295510027755,8.770942260500174,19.35483870967742,2.27501319481792
10,26,5.663294623387096,1.9873622063984522,9.638019036184001,9.67741935483871,2.27501319481792
10,27,5.333720526276882,1.9585938845460276,9.250908295368937,6.451612903225806,2.27501319481792
10,28,5.421072741975807,2.3144956606429195,10.050064063261646,19.35483870967742,2.27501319481792
10,29,5.454323237405914,2.06459512996899,9.583513497343894,12.903225806451612,2.27501319481792
10,30,4.872605774811828,1.6934710751567108,8.25954792512525,16.129032258064516,2.27501319481792
10,31,4.86043125391129,1.824779138496319,8.509989530903928,9.67741935483871,2.27501319481792
11,1,5.4788403800537635,2.04447006765497,9.567780515363705,16.129032258064516,2.27501319481792
11,2,5.667397436948924,1.8547279319478411,9.376853300844607,9.67741935483871,2.27501319481792
11,3,5.133256341209678,1.7311170691673872,8.595490479544452,6.451612903225806,2.27501319481792
11,4,4.8314725911424725,1.6792388158233063,8.189950222789085,6.451612903225806,2.27501319481792
11,5,4.629362572571237,1.8955321138949595,8.420426800361156,6.451612903225806,2.27501319481792
