Month,Day,mean,std,Risk_Threshold_C,Historical_Prob_%,Theoretical_Risk_Prob_%
1,1,11.826453225806475,3.8966261882589315,4.033200849288612,3.225806451612903,2.27501319481792
1,2,12.159234645161314,3.806757180511553,4.545720284138208,3.225806451612903,2.27501319481792
1,3,12.388785741935504,3.5160404544656343,5.356704833004235,0.0,2.27501319481792
1,4,11.16096525806454,3.4740984022299086,4.212768453604722,3.225806451612903,2.27501319481792
1,5,11.115303096774209,3.786443698262184,3.5424157002498413,0.0,2.27501319481792
1,6,11.153413677419378,3.9616526093780218,3.2301084586633344,3.225806451612903,2.27501319481792
1,7,10.911842387096799,4.048400820760781,2.815040745575237,3.225806451612903,2.27501319481792
1,8,10.854718322580668,4.158691195569397,2.5373359314418735,0.0,2.27501319481792
1,9,11.217812580645184,4.190448718896994,2.836915142851195,0.0,2.27501319481792
1,10,11.68559980645164,4.2233326614751014,3.2389344835014366,0.0,2.27501319481792
1,11,11.304636161290345,3.6848067700754545,3.935022621139436,0.0,2.27501319481792
1,12,11.087346903225828,3.550115057237779,3.9871167887502708,0.0,2.27501319481792
1,13,10.894836322580662,3.7720109359640244,3.3508144506526136,0.0,2.27501319481792
1,14,10.647039419354865,3.9033007115978657,2.8404379961591335,0.0,2.27501319481792
1,15,11.042233161290337,3.882634689968471,3.2769637813533947,0.0,2.27501319481792
1,16,10.883877387096797,3.412779189132133,4.058319008832531,0.0,2.27501319481792
1,17,11.591838967741959,3.648155401665017,4.295528164411925,0.0,2.27501319481792
1,18,11.258179451612929,3.209298180717424,4.83958309017808,0.0,2.27501319481792
1,19,11.207801935483893,3.1311514456931024,4.945499044097688,0.0,2.27501319481792
1,20,11.252342677419378,3.5557727667303634,4.140797143958651,0.0,2.27501319481792
1,21,11.550507322580662,4.437475174907049,2.6755569727665645,3.225806451612903,2.27501319481792
1,22,11.447578451612923,4.512171066122569,2.423236319367785,3.225806451612903,2.27501319481792
1,23,10.968859096774215,4.432786078028042,2.1032869407181316,0.0,2.27501319481792
1,24,10.795976096774213,4.468486998561272,1.8590020996516685,0.0,2.27501319481792
1,25,10.351865451612927,3.6001466576384518,3.151572136336023,0.0,2.27501319481792
1,26,9.99481077419357,3.2486027078784927,3.4976053584365854,0.0,2.27501319481792
1,27,10.21306564516132,3.356420758739049,3.5002241276832224,0.0,2.27501319481792
1,28,10.958774548387115,3.5001423064938484,3.9584899353994185,0.0,2.27501319481792
